Balda,RegCasa,place_id,Latitude,Longitude,Balda_Adj
تولين,مرجعيون,ChIJsdl_RJyQHhURJN5glXgX8M0,33.2467179,35.4489174,تولين
جاج,جبيل,ChIJsUCauJRWHxUR1jdVisp2TsU,34.163141,35.8070886,جاج
جب جنين,البقاع الغربي,ChIJPQ7lgVIoHxURyMDZ8OJzgnI,33.6328198,35.7819158,جب جنين
جباع,الشوف,ChIJLVZgEdveHhURItDwTrgrxE0,33.6104435,35.6286641,جباع
جبال البطم,صور,ChIJ-0DFVZ2BHhUR5EzRtphKWGE,33.1765349,35.2914475,جبال البطم
جبرائيل,عكار,ChIJAX8QphpBWBQRuUzlqM-J33I,30.0717457,31.2055853,جبرائيل
جبشيت,النبطية,ChIJzZYm_ACTHhURhoAovAVxZ08,33.3670949,35.4374609,جبشيت
جبعا,بعلبك,ChIJNXqN_EquGBUR3gE4MNl3i_Y,34.0044971,36.0436747,جبعا
جبل المنصوره,عكار,EiFNYW5zb3VyLCBDYWlybyBHb3Zlcm5vcmF0ZSwgRWd5cHQ,30.0342907,31.237004,جبل المنصوره
جبلا,البترون,ChIJf11Zmwr9IRURFiqTx4tiwKY,34.2472659,35.7802614,جبلا
جبوله,بعلبك,ChIJu7rNKdJtIhUR9lNKhh5CXVM,34.2271339,36.3522301,جبوله
جبيل,جبيل,ChIJm3arFKhcHxURbmFdJltzR74,34.1230021,35.6519282,جبيل
جدايل,جبيل,ChIJeeXEu3dcHxURHE3cFRhfss4,34.1645456,35.6515267,جدايل
جديتا,زحلة,ChIJU3Du2_czHxURelf11Su7BXs,33.8174838,35.8406565,جديتا
جديدة القيطع,عكار,ChIJExMzCwUiIhURihnNXMA7Dbo,34.4656865,36.0118377,جديدة القيطع
جديدة غزير,كسروان,ChIJ1VUWxYFGHxURNNweOKRXRxw,34.0219078,35.6934681,جديدة غزير
جديده الشوف,الشوف,ChIJh16EKHogHxUR_iGSFU4HtOE,33.6712992,35.6003474,جديده الشوف
جرجوع,النبطية,ChIJMZLNftLrHhURWsugdW0fiCw,33.4461612,35.5189366,جرجوع
جرنايا,جزين,ChIJo1_u1LXuHhURRmPq_mnhMlE,33.4880944,35.4729444,جرنايا
جزين,جزين,ChIJr29xZ23dHhURaLKTLFUBodw,33.540837,35.5862413,جزين
جسر القاضي,عاليه,ChIJGztlkWIfHxURVouQjW4f9U0,33.7258689,35.5647954,جسر القاضي
جعيتا,كسروان,ChIJ-aNfZ1A_HxURFt_C2bH9zsQ,33.9536454,35.6437127,جعيتا
جل الديب,المتن,ChIJSxwaqw4-HxURNEqW65GaTTc,33.9088456,35.5819893,جل الديب
جلالا,زحلة,ChIJW1FDU3c0HxURpFGKHcPLNrA,33.8160789,35.8603267,جلالا
جناتا,صور,ChIJaYV5SF-PHhURsKtSzMCNE68,33.2858455,35.3196434,جناتا
جنتا,بعلبك,ChIJ__vQ9sa5GBURADaq8nOAbR4,33.8573325,36.1074833,جنتا
جنجلايا,صيدا,ChIJvWqAh_rtHhUR9HYPatt6rW4,33.4858133,35.3987345,جنجلايا
جنسنايا,جزين,ChIJ4crXFqfvHhURBsDTy08hcu0,33.5364735,35.4324811,جنسنايا
جوار الحشيش,الهرمل,ChIJKce26D9GIhURJPY9KLy_TEc,34.4865123,36.327393,جوار الحشيش
جوار الحوز,بعبدا,ChIJSRL7M0A3HxUR6u5iOlbFCyw,33.8633005,35.7601085,جوار الحوز
جورة ارصون,بعبدا,ChIJJ0dJGSU6HxURsudzpbLY9ss,33.8523784,35.7096861,جورة ارصون
جورة البلوط,المتن,ChIJZ6OYb5g-HxURljTCq-oTBns,33.891022,35.6349227,جورة البلوط
جورة الترمس,كسروان,ChIJBcisaZhFHxURpr1NpLkz3do,34.0445689,35.7200676,جورة الترمس
جورة بدران,كسروان,ChIJyVkOhw5FHxURllDUtmv1GaY,34.0621974,35.7129057,جورة بدران
جون,الشوف,ChIJI74hcsblHhURempKPBK44kw,33.5808902,35.4611653,جون
جويا,صور,ChIJTQerHFOEHhURQgI0VJSlKgk,33.2381201,35.3387261,جويا
حارة الست,بعبدا,ChIJe3guIKoiHxUR9BQUIoKoTnA,33.8246993,35.5671541,حارة الست
حارة الفوار,زغرتا,ChIJc4WhWsP1IRURQvEziLIV1DQ,34.4329283,35.8885684,حارة الفوار
حارة الناعمة,الشوف,ChIJky0rabgdHxURxLEj_OoNdG8,33.739129,35.4552512,حارة الناعمة
حارة بعاصير,الشوف,ChIJuwnQXbrjHhURoKZz0inXi2s,33.6635007,35.4484422,حارة بعاصير
حارة جندل,الشوف,ChIJQ_gKcKnfHhURDg8DDe-RWkM,33.6281609,35.6062045,حارة جندل
حارة حمزة,بعبدا,ChIJZ_CysWc7HxURcglz-PwBHd8,33.8158624,35.66465,حارة حمزة
حارة صخر,كسروان,ChIJKzO5Cs9AHxURKAMNonMNuXU,33.9879976,35.6437832,حارة صخر
حاروف,النبطية,ChIJ05PjlAGTHhUR6ut2szJHl04,33.3779657,35.4433258,حاروف
حاصبيا,بعبدا,ChIJnxGN8-o5HxUR3NrLpRfUPbE,33.8752041,35.7217271,حاصبيا
حاقل,جبيل,ChIJ4Ytb91pXHxURzOCpX754EtU,34.170961,35.7491556,حاقل
حالات,جبيل,ChIJOdtzVn1DHxURnj2-QQlfqeE,34.0843041,35.6531805,حالات
حام,بعلبك,ChIJJYhAPUG8GBURzEO6aKxShrc,33.8742494,36.202129,حام
حانين,بنت جبيل,ChIJ7derxxsoHBUR8PpbIor-H3g,33.1101276,35.3809647,حانين
حبالين,جبيل,ChIJ6XzMOrhbHxUR_q6MKpyHkhs,34.1596251,35.6853777,حبالين
حبرمون,عاليه,ChIJEdnBjIMjHxURLCZDYNWwZ4k,33.7603941,35.6450565,حبرمون
حبشيت,عكار,ChIJyxQy5yo9IhUR4ODuNPrWbIY,34.4675927,36.0899843,حبشيت
حبوش,النبطية,ChIJyQrle1_rHhUREumUz7IZj3w,33.4074237,35.4785881,حبوش
حجولا,جبيل,ChIJtWgCRZtQHxUREItMYZDRfVk,34.131821,35.7469716,حجولا
حداثا,بنت جبيل,ChIJ2REDIc2cHhURDMRPIlNjsng,33.1651303,35.388733,حداثا
حدتون,البترون,ChIJu3k9VURWHxURqlvGvBEAaFA,34.1941234,35.7980776,حدتون
حدث الجبة,بشري,ChIJvbL0bPEBIhUR7sDgsCL_2z8,34.2473023,35.930339,حدث الجبة
حدشيت,بشري,ChIJgRHjspQDIhURzvnmwSI8vlE,34.2546997,35.9851599,حدشيت
حراجل,كسروان,ChIJE7J59OVOHxUR6AqCl2zpbvw,34.0140693,35.7949374,حراجل
حرار,عكار,ChIJa-2w2gI9IhURNG_PsZ7nNXY,34.4573429,36.1226825,حرار
حربتا,بعلبك,ChIJ-yQAhq1yIhURxnxaIxCB7o8,34.2077402,36.266472,حربتا
حردين,البترون,ChIJK7gOoFn-IRUR-kcYsL0TjVY,34.2357565,35.8580097,حردين
حرف ارده,زغرتا,ChIJC_zEGRb2IRURv9FKk2hF3M4,34.3963158,35.8958444,حرف ارده
حرف سياد,الضنية,ChIJXx7m3N0YIhURxiCR0Z4sn0U,34.4213348,36.0225141,حرف سياد
حرف مزياره,زغرتا,ChIJ48buHTQdIhURhFll-9TA4j0,34.3321887,35.9414779,حرف مزياره
حريصا,كسروان,ChIJR9lei8pAHxUREmilQojBkYc,33.9802699,35.6529129,حريصا
حزرتا,زحلة,ChIJQYjrC4M1HxUR1O-UgsSNI7s,33.8790583,35.8677946,حزرتا
حزين,بعلبك,ChIJXdAPnValGBURUjCryRPll8A,33.9712588,36.0928672,حزين
حصارات,جبيل,ChIJ13w5oMVbHxURxIUUH7WXy84,34.1687761,35.6846416,حصارات
حصروت,الشوف,ChIJXbUDQ-jgHhURvtsresgWj_U,33.6284611,35.5345002,حصروت
حصرون,بشري,ChIJIw0dEt4DIhURKOMHFHPysoA,34.2413261,35.9795265,حصرون
حقل العزيمة,الضنية,ChIJezakzTgZIhURAqXb7kW8Jxg,34.3997579,36.0184497,حقل العزيمة
حكر الضاهري,عكار,ChIJJdYpOz4vIhUREBjgwy-XvsQ,34.6306347,36.0236761,حكر الضاهري
حلبا,عكار,ChIJhQ1N89AkIhURfLtMfo1Ass4,34.5440368,36.0798357,حلبا
حلتا,البترون,ChIJOSxYPHf9IRUR5lcK8E9k0DE,34.238088,35.7800463,حلتا
حلوة,راشيَا,ChIJPTP4C__TGBUROtgowzAwAZs,33.6104939,35.9992718,حلوة
حمانا,بعبدا,ChIJV7W9kXA6HxUR8NNbu0lyUJ4,33.8252494,35.7332926,حمانا
حملايا,المتن,ChIJtRQjW4hHHxURcCSqUUpHeyc,33.9359593,35.7086635,حملايا
حنوية,صور,ChIJQc0kzjOBHhUR82iQtAMDdX8,33.2177088,35.2729841,حنوية
حنيدر,عكار,ChIJv-jMi1BNIhUROrt5VrRYnaA,34.6152476,36.4284946,حنيدر
حواره,الضنية,ChIJG5RqDxkYIhURkJnUZPl59pU,34.4174439,36.0737186,حواره
حور تعلا,بعلبك,ChIJTWo0qAW7GBURQgbkQFoq8Kk,33.9182883,36.1414859,حور تعلا
حوش الامراء,زحلة,ChIJOQj60zo1HxUR7pUtQRq4-mQ,33.8462304,35.9019775,حوش الامراء
حوش الحريمة,البقاع الغربي,ChIJAQlHrJctHxURdOlUkTSOjvk,33.7201098,35.8531311,حوش الحريمة
حوش الذهب,بعلبك,ChIJPxT9aXamGBURyC74QgautFY,34.0282404,36.1179911,حوش الذهب
حوش الرافقة,بعلبك,ChIJM0-ZHNewGBUREENBOMtS21c,33.9231252,36.0430164,حوش الرافقة
حوش السيد علي,الهرمل,ChIJY_sZcpZQIhURGDjOl_p1YvY,34.4594181,36.4996927,حوش السيد علي
حوش الغنم,زحلة,ChIJcYaK5oq2GBURWuyyPn1DiRQ,33.875546,36.0224616,حوش الغنم
حوش النبي,بعلبك,ChIJG5YwRPSwGBURko5HJrfXMJE,33.9345221,36.0648766,حوش النبي
حوش بردى,بعلبك,ChIJ4-dlibulGBURACEJZFV_Lz8,34.011283,36.1207821,حوش بردى
حوش تل صفية,بعلبك,ChIJpWf7ECmkGBUR-haH35x6Z1c,34.0246521,36.1401361,حوش تل صفية
حوش حالا,زحلة,ChIJtwFrbPm1GBURuprxKGC7494,33.8477702,35.9951058,حوش حالا
حوش سنيد,بعلبك,ChIJoXt0IIewGBURwNr8RoSsbPY,33.9285447,36.0826431,حوش سنيد
حولا,مرجعيون,ChIJHWyfgM6ZHhURTuSsX7DL06E,33.2090575,35.5162738,حولا
حومال,عاليه,ChIJrUymh3QYHxURAk66-Si2EJE,33.8110443,35.5608381,حومال
حومين التحتا,النبطية,ChIJp889L9PtHhURCrn8GC6tkC0,33.4767052,35.4337856,حومين التحتا
حومين الفوقا,النبطية,ChIJpSq3bZXrHhURTgNsC9hVzeg,33.4410128,35.4989664,حومين الفوقا
حي البياض,النبطية,ChIJLT2jFYHsHhUR8lxIQ77fP4E,33.427768,35.4741834,حي البياض
حي الحسينية,صور,ChIJv3p8yY99HhURUhCqxG0GIds,33.2713535,35.2050283,حي الحسينية
حي السراي,النبطية,ChIJn_BxhqaUHhURAfaNe7lYHAo,33.3766118,35.4830941,حي السراي
حي الفياضية,بعبدا,ChIJQ27MpfsXHxURFK40TBpFikU,33.8406393,35.558419,حي الفياضية
حي الفيكاني,زحلة,ChIJY0LIxT62GBURqtyAK8MIpBI,33.8487696,36.028713,حي الفيكاني
حي المنارة,صور,ChIJSdwv55d9HhUR7Ks2jeUGDfw,33.2761883,35.1932437,حي المنارة
حي الموارنة,صور,ChIJJeqBtpd9HhURvtErJ9zFb1A,33.2747707,35.1944259,حي الموارنة
حي بديتا,الهرمل,ChIJ61loPpZDIhURUhrNLOJ7C_I,34.3920106,36.3783642,حي بديتا
حي مار سابا,بشري,ChIJR0s3VXIEIhURQd7W4ZSKZiQ,34.2485346,36.0105228,حي مار سابا
حياطا,كسروان,ChIJN-d4qMJFHxURDJVl4GgDryk,34.0245125,35.7187027,حياطا
حيزوق,عكار,ChIJFWV3sfY6IhUREJH5sYqDslU,34.5482897,36.1277647,حيزوق
حيطورة,جزين,ChIJaQiikwjoHhURmONIH8xJHwA,33.5193644,35.5536693,حيطورة
حيلان,زغرتا,ChIJyc1bP_geIhURFGCWYmIA3O4,34.4285456,35.9604243,حيلان
خربة بسري,الشوف,ChIJ-ZUTph3nHhUROBqlDOKBc34,33.5842978,35.5261071,خربة بسري
خربة داود,عكار,ChIJ1RMRK1Y2IhURjOVzoqxqBtA,34.5870132,36.2216838,خربة داود
خربة روحا,راشيَا,ChIJFeU8pY3VHhUR1tO7ZHO5XZk,33.5717935,35.853143,خربة روحا
خربة سلم,بنت جبيل,ChIJs4_32-yaHhURVCiWxlFLi3k,33.2302093,35.4254856,خربة سلم
خربة شار,عكار,ChIJ-a6wGDs3IhURsOIadSW8C3w,34.5794589,36.1902137,خربة شار
خربة قنافار,البقاع الغربي,ChIJX4nA39onHxUR03EpzxFH5vM,33.6473273,35.7310517,خربة قنافار
خرطوم,صيدا,ChIJbfEAxkONHhURBNOJbnRofVI,33.4079118,35.3750879,خرطوم
خريبة الجندي,عكار,ChIJrwfEws46IhURzgCAS7Ov_Ag,34.5585151,36.0967511,خريبة الجندي
خزيز,صيدا,ChIJZwh6SpHtHhURalcqo63xni0,33.4668279,35.4067396,خزيز
خط البترول,عكار,ChIJjQXPzu9AWBQRK0rRDtK0rSQ,30.0649454,31.2305835,خط البترول
خلوات فالوغا,بعبدا,ChIJubQ6bQw6HxURw4TJEX5XW8U,33.837398,35.734418,خلوات فالوغا
دار المريسة,بيروت,EjjYtNin2LHYuSDYr9in2LEg2KfZhNmF2LHZitiz2YrYjCDYqNmK2LHZiNiq2Iwg2YTYqNmG2KfZhg,33.9009663,35.4881631,دار المريسة
دار الواسعة,بعلبك,ChIJf8TdJk-oGBURAKm3Zp4dVYM,34.1066222,36.0573997,دار الواسعة
دار بعشتار,الكوره,ChIJ3-gpUVD8IRUREtxpUhIwEnM,34.2689229,35.7929053,دار بعشتار
داريا,الشوف,ChIJlRzpGBThHhURQEEFAp1M4Do,33.6401938,35.5051342,داريا
دارين,عكار,ChIJq0Ftyj4wIhURLkNDVQ70VBI,34.6040732,36.1070513,دارين
دبعال,صور,ChIJv0PXmgmFHhUR_HuGj2Q7xnc,33.2507558,35.348837,دبعال
دبعل,الضنية,ChIJQf5gVggYIhURNtmGoOV64rg,34.4341339,36.0761649,دبعل
دبل,بنت جبيل,ChIJ6eqw5JiCHhURXue6BFVGIk4,33.1197637,35.3662267,دبل
دبين,مرجعيون,ChIJDXTESmjAHhURABObo5Aj0xM,33.3703722,35.5959374,دبين
دده,الكوره,ChIJP3IVYZnwIRURlAM5TTrdcBM,34.3810058,35.8009739,دده
درب السيم,صيدا,ChIJf3fcCtDxHhURQOxkyoikhgc,33.5305183,35.3808431,درب السيم
دردغيا,صور,ChIJQV5oBO2PHhURzODqs9z8rjk,33.2807039,35.3708447,دردغيا
درعون,كسروان,ChIJVyQJ4C9HHxUR2rBasOAQJWI,33.984198,35.662867,درعون
دفون,عاليه,ChIJzV539FAfHxURdOUkJvNSvlI,33.7474451,35.557903,دفون
دقون,عاليه,ChIJEZQ_P_keHxURzCdInI-Y9_M,33.7318138,35.5143142,دقون
دلبتا,كسروان,ChIJtfALTIxGHxURJIoyIdqe1zY,34.0079372,35.6890784,دلبتا
دلهون,الشوف,ChIJaaRjKgnkHhURJAzVzKvCANk,33.6266274,35.4681203,دلهون
دميت,الشوف,ChIJHQwWctfhHhURMKC5uINIXMM,33.6919368,35.5078105,دميت
دوما,البترون,ChIJC1rO-fZVHxUR2pFJ11Fvbxc,34.2032596,35.8422589,دوما
دوير عدويه,عكار,ChIJWawiDDM3IhURRIY2uiP5j3A,34.581357,36.1785502,دوير عدويه
دير الاحمر,بعلبك,ChIJHZdUJiIIIhURKYRyOJAGnc0,34.1211902,36.1219474,دير الاحمر
دير الحرف,بعبدا,ChIJd2nu0rc7HxURksMrJ3IlPK4,33.8484856,35.6886828,دير الحرف
دير الزهراني,النبطية,ChIJ0-miz4zsHhURarMPQj0UNio,33.4303085,35.4568714,دير الزهراني
دير العشاير,راشيَا,ChIJnzp_VXrWGBUR4i1WbHBCPBs,33.561088,36.0105817,دير العشاير
دير الغزال,زحلة,ChIJKTbh4yrIGBURqqGg2B3O6bo,33.8243759,36.0346324,دير الغزال
دير القمر,الشوف,ChIJE_pIWYsfHxURYCr5xu9fjSI,33.6972116,35.5605832,دير القمر
دير انطار,بنت جبيل,ChIJo9bBQtuEHhURxmAsojrhxKQ,33.2195271,35.3748228,دير انطار
دير بابا,الشوف,ChIJn4kDqC0eHxUR6NVNzUufhxA,33.695488,35.5233531,دير بابا
دير بلا,البترون,ChIJT3G1Qs79IRURyiPf0us-5k0,34.2476397,35.8150513,دير بلا
دير جنين,عكار,ChIJm4FxyFI3IhURZrkGzTq7OWA,34.5647045,36.1769078,دير جنين
دير دلوم,عكار,ChIJZfyAtfMjIhURhvM5rQV9Sm0,34.5298117,36.021366,دير دلوم
دير دوريت,الشوف,ChIJMzizYuAfHxURjuG0XMHV_B4,33.6844586,35.5445836,دير دوريت
دير سريان,مرجعيون,ChIJJf-Yn72WHhURyv5jCXQLpPM,33.2946713,35.4939903,دير سريان
دير شمرا,المتن,ChIJQ4sj55JHHxURoMBGkJ5-TsA,33.9491935,35.7130141,دير شمرا
دير عامص,صور,ChIJTQz25IeDHhUROORk7NvRGqA,33.2007253,35.3361038,دير عامص
دير عمار,الضنية,ChIJcVFTQXH1IRUR-kVRG1QRstU,34.4632185,35.8999073,دير عمار
دير قانون النهر,صور,ChIJY9wRgk-PHhURPsGsk_4PbKQ,33.2997618,35.3132996,دير قانون النهر
دير قانون رأس العين,صور,ChIJyTtzsdGAHhUR7piyGdCh678,33.2225328,35.249671,دير قانون رأس العين
دير قوبل,عاليه,ChIJgcICbxwZHxURjDnDCtaRaEY,33.7927835,35.5148397,دير قوبل
دير كوشه,الشوف,ChIJkYZIxH0fHxURQF92S3BMHTc,33.7204589,35.5639462,دير كوشه
دير كيفا,صور,ChIJvQzROaiaHhURqDe_Jrdnwzs,33.2584355,35.3994452,دير كيفا
دير ميماس,مرجعيون,ChIJHxgTx-mVHhURWvy0iSkH2rE,33.3034336,35.5451738,دير ميماس
دير نبوح,الضنية,ChIJycUiRpwdIhURLOHBtiFvwow,34.3730504,35.9299388,دير نبوح
ديك المحدي,المتن,ChIJp0nMbR0_HxURYprH8Es7sCg,33.9304173,35.6223788,ديك المحدي
ذوق الحصنية,عكار,ChIJ2Wj6koUjIhURpv6UP542Pes,34.5211741,36.0357772,ذوق الحصنية
ذوق الخراب,المتن,ChIJP6Em6Qc_HxURulQ3NFZfP-g,33.9423126,35.6106324,ذوق الخراب
ذوق حدارة,عكار,ChIJ877Z4ZkjIhURrpid7K0zJds,34.5123889,36.0336058,ذوق حدارة
ذوق مصبح,كسروان,ChIJ57ipdHQ_HxUR6nA9tbcYldE,33.955113,35.61468,ذوق مصبح
ذوق مكايل,كسروان,ChIJ6zWlzWI_HxURiuJTA76SpM4,33.9703275,35.6206146,ذوق مكايل
راس اسطا,جبيل,ChIJ4x7s9pNaHxURHp-przjxRpg,34.1148719,35.7233892,راس اسطا
راس الحرف,بعبدا,ChIJT9diikA7HxURuPwc4GmLps4,33.8130315,35.6721765,راس الحرف
راس المتن,بعبدا,ChIJDZWsnY87HxURXhT5dN_bnS8,33.8490151,35.661648,راس المتن
راس بعلبك,بعلبك,ChIJT4doT75oIhUR-t4h1eGR3zY,34.2601333,36.418128,راس بعلبك
راس بيروت,بيروت,ChIJEeP2RdUQHxURUFIeQ3KUQZk,33.8989467,35.4733996,راس بيروت
راس مسقا الجنوبية,الكوره,ChIJsUH5Syz3IRUR_Ea0awRj2ZA,34.3961153,35.831762,راس مسقا الجنوبية
راس مسقا الشمالية,الكوره,ChIJQVQb6dPwIRURZurmEhPXAqA,34.4000441,35.8234163,راس مسقا الشمالية
راس نحاش,البترون,ChIJu93NZOHiIRURstZ-xMU2v24,34.2821443,35.717674,راس نحاش
راسكيفا,زغرتا,ChIJrUofWgH5IRURJEyTtzg-Z7c,34.3093069,35.866924,راسكيفا
راشا,البترون,ChIJ5YbXy0xWHxURiPMc13CxQQU,34.1995306,35.7846861,راشا
راشيا الفخار,حاصبيا,ChIJg-IxyTvHHhURtJQNDkFDk5Q,33.3540017,35.6674175,راشيا الفخار
رام,البترون,ChIJ52HrAVlWHxURajdHL3UNoiU,34.1843239,35.7982715,رام
ربتلاتين,مرجعيون,ChIJ7fac6wiXHhURJOFw8gsh5Vk,33.2487623,35.5181848,ربتلاتين
رجال الاربعين,صيدا,ChIJl4Ue9T_wHhURhhD_ueNBHhg,33.5570691,35.372948,صيدا
رجم عيسى,عكار,ChIJc_nq3xxBWBQRzd2SWbU9d08,30.0690581,31.2138786,رجم عيسى
رحبة,عكار,ChIJG1BJPZc7IhURgEXH-ZzzE7w,34.5055326,36.1456907,رحبة
رشاف,بنت جبيل,ChIJGcW3YO-CHhURkpP6dECrCyg,33.1429851,35.3624868,رشاف
رشدبين,الكوره,ChIJj_7FWzf5IRUREKG3gdefDOI,34.2937871,35.8657761,رشدبين
رشعين,زغرتا,ChIJiXm3ku8dIhURhGv2dCNzzRw,34.3994245,35.9204451,رشعين
رشكنانية,صور,ChIJJbqwE-uDHhURboT4PxPOKh8,33.1896146,35.3228293,رشكنانية
رشميا,عاليه,ChIJ9zRi-oUhHxURWj_nzkpmSLc,33.736741,35.5991119,رشميا
رعشين,كسروان,ChIJz_rN9ApGHxURDBsioNw38hw,34.0120714,35.7213609,رعشين
رعيت,زحلة,ChIJ1RUDs9S3GBURfGvcVGKqKPY,33.8308853,36.045977,رعيت
رماح,عكار,ChIJ3RtaLHVKIhURCoNO1Sz_C0c,34.6225332,36.265334,رماح
رمحالا,عاليه,ChIJt4ZEF1kfHxURAN9mhbruouo,33.7411653,35.5623138,رمحالا
روم,جزين,ChIJ84ngLsrnHhUREF-9ZljLj6w,33.5489795,35.5270441,روم
رومين,النبطية,ChIJX2XHRDbsHhURPEGZ5osDKxk,33.4632975,35.4416414,رومين
روميه,المتن,ChIJ1R-8iS88HxURrOSFe7I_mh0,33.8830244,35.620377,روميه
رويسة البلوط,بعبدا,ChIJs6c6r548HxURVm_0JZeimxw,33.8271665,35.6469551,رويسة البلوط
رويسة النعمان,عاليه,ChIJuaiHFTEiHxURpP3E3ha8xJs,33.7544653,35.6025072,رويسة النعمان
رياق,زحلة,ChIJ4TkB6g-2GBURYPP_9PF26kA,33.849091,36.0121663,رياق
ريحا,بعلبك,ChIJUSNX9O4LIhURZHOJlcEnptQ,34.1532106,36.1910043,ريحا
ريفون,كسروان,ChIJT8YXuatHHxURWJiuJkmwkEA,33.9775069,35.7010954,ريفون
زبدين,النبطية,ChIJEb78G2qTHhURLrIr40Nhidw,33.3757342,35.4613782,زبدين
زبقين,صور,ChIJd0XdQcGBHhURgkQELTH5awk,33.1652555,35.2677414,زبقين
زبود,بعلبك,ChIJ7WqDrU1sIhURtPkASAfdllM,34.2404954,36.3198234,زبود
زبوغا,المتن,ChIJswHBpN9HHxURtjNLAseGW8Y,33.9510012,35.7388641,زبوغا
زحلتا,جزين,ChIJb_fVyxPoHhURHLRHBftJHJo,33.5119176,35.5481908,زحلتا
زرعون,المتن,ChIJg5mdc7I5HxURZqhRvKY0Arc,33.8967127,35.7107871,زرعون
زغدرايا,صيدا,ChIJdck3LjDuHhURlvNOkZERodA,33.5254661,35.402075,زغدرايا
زغرتا المتاولة,الكوره,ChIJb7lQOo_-IRURjKTLXLxqH9s,34.2507061,35.8407522,زغرتا المتاولة
زغرتغرين,الضنية,ChIJLYi4KwEdIhURZmcbSPc-OrQ,34.3593897,35.9535841,زغرتغرين
زغرين,الهرمل,ChIJzxmAhkBBIhUR9iYm4D1bcH8,34.4108085,36.3286412,زغرين
زفتا,النبطية,ChIJsyetBXvtHhURwB-4wAJTQjo,33.4483347,35.3982121,زفتا
زقاق البلاط,بيروت,ChIJKfZhyN8WHxUROTSovy1BdDU,33.8941452,35.4989045,زقاق البلاط
زكرون,الكوره,ChIJt9ihiNj6IRURsDPZ3VXl4vU,34.3521919,35.7545924,زكرون
زكريت,المتن,ChIJ4XUXxhc_HxURYsIcMunEp1c,33.9378641,35.6300523,زكريت
زلايا,البقاع الغربي,ChIJm0sSqJPEHhURYGaP45-fpvk,33.4594368,35.6716034,زلايا
زندوقة,بعبدا,ChIJV34MzGw8HxURONV4BebT1-o,33.865379,35.6386165,زندوقة
زوطر الشرقية,النبطية,ChIJuwdo8PuTHhURKAppoE9Ea3Y,33.3197404,35.4719468,زوطر الشرقية
زوطر الغربية,النبطية,ChIJXXiD8eOTHhURSrznuTFamGA,33.3217712,35.4627531,زوطر الغربية
زيتا,صيدا,ChIJq9W4nAXuHhUR6gOHIZ8T5ec,33.5016078,35.4007218,زيتا
زيتون,كسروان,ChIJWc4JsVlEHxURQisVS2I3xjw,34.0617436,35.6841975,زيتون
ساحل علما,كسروان,ChIJsUTqbNNAHxURwsjBglxMHx0,33.9916673,35.6514779,ساحل علما
ساقية الخيط,جبيل,ChIJNXMlSCNaHxURGt-u99jaQhI,34.1611673,35.714799,ساقية الخيط
ساقية المسك,المتن,ChIJyVuGO-Y4HxURXvVCFTD4yno,33.9196319,35.6788869,ساقية المسك
سبعل,زغرتا,ChIJMV40A3H4IRURAgcD05rhxHA,34.3124013,35.9077049,سبعل
سبلين,الشوف,ChIJP6UNxmHkHhUR_oyskcsVdW0,33.6233284,35.4354231,سبلين
سبنيه,بعبدا,ChIJ1wOcQDsYHxURG6_5hy97iyM,33.829972,35.537075,سبنيه
سجد,جزين,ChIJmbR3zjnqHhURxt9Jwx7ZMdc,33.4340695,35.5337519,سجد
سحمر,البقاع الغربي,ChIJsRird6jbHhURoo2GWsPFCGY,33.5197252,35.6862309,سحمر
سرار,عكار,ChIJdYebewcxIhURnPS3L3nkA7M,34.616611,36.1332078,سرار
سرجبال,الشوف,ChIJ2Sth3tHhHhURcrv3DOpRNcE,33.6822838,35.5150067,سرجبال
سرحمول,عاليه,ChIJZ5XKbNEYHxURyjEg6_DB6eI,33.7713405,35.5292768,سرحمول
سرعل,زغرتا,ChIJ-_iF15z4IRURnh-kyBV1_Gc,34.2882566,35.9123553,سرعل
سرعيتا,جبيل,ChIJAfQ2C1NSHxURGKMPL2faVDU,34.0796947,35.864772,سرعيتا
سرعين التحتا,بعلبك,ChIJ-3gMTFu3GBURUAF6lMVmFok,33.8797821,36.078736,سرعين التحتا
سرعين الفوقا شرقي,بعلبك,ChIJHVGEMeO5GBURMqzUCo4cgWY,33.878645,36.0928778,سرعين الفوقا شرقي
سعدنايل,زحلة,ChIJ5Qlyfo00HxURInR182Uu1_4,33.8211819,35.8824117,سعدنايل
سعدين,عكار,ChIJ32hxIh0wIhURKH7U8l69t3w,34.5962861,36.0916091,سعدين
سفينة الدريب,عكار,ChIJ86C2crkwIhURQjGkvG9rKCk,34.5773451,36.1613289,سفينة الدريب
سفينة القيطع,عكار,ChIJlze5GHIiIhURjpF4qucwgJc,34.4608885,36.0291246,سفينة القيطع
سقي رشميا,جبيل,ChIJ9RC_NsZWHxURGvKyTjd1JKs,34.1603401,35.7893544,سقي رشميا
سلعا,صور,ChIJx_W3kE-FHhURygDwLgWbTJo,33.2540596,35.3805228,سلعا
سلعاتا,البترون,ChIJEZRIBhriIRUROhmMpYTiI_s,34.2795887,35.6640062,سلعاتا
سمار جبيل,البترون,ChIJD-OXDx5ZHxURoueYo2oLV80,34.2198222,35.6920198,سمار جبيل
سن الفيل,المتن,ChIJNVIex7QXHxURSi8RktEcP4Q,33.8779688,35.5399541,سن الفيل
